IDENTIFIER,val_TE_30,val_TE_60,val_TE_90,pval_TE_30,pval_TE_60,pval_TE_90
AC004253.1,0,0,0,1,1,1
AC004253.2,0,0,0,1,1,1
AC004257.1,0,0,0,1,1,1
AC004263.1,0,0,0,1,1,1
AC004263.2,0,0,0,1,1,1
AC004264.1,0,0,0,1,1,1
AC004264.2,0,0,0,1,1,1
AC004264.3,0,0,0,1,1,1
AC004381.1,0,0,0,1,1,1
AC004381.2,0,0,0,1,1,1
AC004383.1,0,0,0,1,1,1
AC004386.1,0.506650548,0,0,0.999968765,1,1
AC004386.2,0,0,0,1,1,1
AC004408.1,0,0,0,1,1,1
AC004408.2,0,0,0,1,1,1
AC004415.1,0,0,0,1,1,1
AC004448.1,0,0,0,1,1,1
AC004448.2,0,0,0,1,1,1
AC004448.3,0,0,0,1,1,1
AC004448.4,0,0,0,1,1,1
AC004448.5,0,0,0,1,1,1
AC004449.1,0,0,0,1,1,1
AC004453.1,0,0,0,1,1,1
AC004453.2,0,0,0,1,1,1
AC004461.1,0,0,0,1,1,1
AC004461.2,0,0,0,1,1,1
AC004466.1,0,0,0,1,1,1
AC004466.2,0,0,0,1,1,1
AC004466.3,0,0,0,1,1,1
AC004467.1,0,0,0,1,1,1
AC004470.1,0,0,0,1,1,1
AC004471.1,0,0,0,1,1,1
AC004471.2,0,0,0,1,1,1
AC004477.1,1.37530606,-0.4107794,1.8615536,0.9999688,0.9999933,0.9999216
AC004477.2,0,0,0,1,1,1
AC004477.3,0,0,0,1,1,1
AC004485.1,0,0,0,1,1,1
AC004486.1,0,0,0,1,1,1
AC004490.1,0,0,0,1,1,1
AC004491.1,0,0,0,1,1,1
AC004492.1,0,0,0,1,1,1
AC004492.2,0,0,0,1,1,1
AC004494.1,0,0,-8.008978,1,1,0.9999216
AC004494.2,0,0,0,1,1,1
AC004520.1,0,0,0,1,1,1
AC004522.1,0,0,0,1,1,1
AC004522.2,0,0,0,1,1,1
AC004528.1,0,0,0,1,1,1
AC004528.2,0,0,0,1,1,1
AC004534.1,7.2555915,0,0,0.9999688,1,1
AC004540.1,0.624367,-0.6813569,1.2545429,0.9999688,0.9999933,0.9999216
AC004540.2,0.3004021,2.48367772,0,0.9999688,0.9999933,1
AC004542.1,0,0,0,1,1,1
AC004542.2,0,0,0,1,1,1
AC004543.1,0,0,0,1,1,1
AC004551.1,-1.63683539,0,0,0.9999688,1,1
AC004552.1,0,0,0,1,1,1
AC004554.1,0,0,0,1,1,1
AC004554.2,0,0,0,1,1,1
AC004556.1,0,0,0,1,1,1
AC004584.1,0,0,0,1,1,1
AC004584.2,0,0,0,1,1,1
AC004584.3,0,0,0,1,1,1
AC004585.1,1.579954064,-0.654146514,0.100951039,0.999968765,0.999993293,0.999921572
AC004585.2,0,0,0,1,1,1
AC004590.1,1.370335917,0,0,0.999968765,1,1
AC004593.1,0,0,0,1,1,1
AC004594.1,0,0,0,1,1,1
AC004596.1,0,0,0,1,1,1
AC004597.1,0,0,0,1,1,1
AC004623.1,0,0,0,1,1,1
AC004637.1,0,0,0,1,1,1
AC004656.1,-1.850967413,1.394186007,-0.505735848,0.999968765,0.999993293,0.999921572
AC004672.1,0,0,0,1,1,1
AC004672.2,0,0,0,1,1,1
AC004674.1,0,0,0,1,1,1
AC004675.1,0,0,0,1,1,1
AC004675.2,0,0,0,1,1,1
AC004678.1,0,0,0,1,1,1
AC004678.2,-4.58009824,0,0,0.999968765,1,1
AC004686.1,0,0,0,1,1,1
AC004687.1,0,0,0,1,1,1
AC004690.1,0,0,0,1,1,1
AC004690.2,0,0,0,1,1,1
AC004691.1,0,0,0,1,1,1
AC004691.2,0,0,0,1,1,1
AC004692.1,0,0,0,1,1,1
AC004692.2,0,0,0,1,1,1
AC004696.1,0,0,0,1,1,1
AC004696.2,0,0,0,1,1,1
AC004702.1,0,0,0,1,1,1
AC004704.1,0,0,0,1,1,1
AC004706.1,0,0,0,1,1,1
AC004706.2,0,0,0,1,1,1
AC004706.3,0,-6.3822959,0,1,0.999993293,1
AC004706.4,-1.140412983,-0.00766349,-0.079961806,0.999968765,0.999993293,0.999921572
AC004707.1,0,0,0,1,1,1
AC004754.1,-11.06669948,-10.52027061,0,0.999968765,0.999993293,1
AC004771.1,0,0,0,1,1,1
AC004771.2,0,0,0,1,1,1
AC004771.3,-0.305408099,1.342250274,0,0.999968765,0.999993293,1
AC004771.4,0,0,0,1,1,1
AC004771.5,0,0,0,1,1,1
AC004775.1,0,0,0,1,1,1
AC004777.1,0,0,0,1,1,1
AC004784.1,0,0,0,1,1,1
AC004789.1,0,0,0,1,1,1
AC004790.1,0,0,0,1,1,1
AC004790.2,0,0,0,1,1,1
AC004792.1,0,0,0,1,1,1
AC004801.1,0,0,0,1,1,1
AC004801.2,0,7.473435,0,1,0.9999933,1
AC004801.3,0,0,0,1,1,1
AC004801.4,0,0,0,1,1,1
AC004801.5,0,0,0,1,1,1
AC004801.6,0,0,0,1,1,1
AC004801.7,0,0,0,1,1,1
AC004803.1,-0.970100968,-0.830394165,0.844048443,0.999968765,0.999993293,0.999921572
AC004805.1,0,0,0,1,1,1
AC004805.2,0,0,0,1,1,1
AC004805.3,0,0,0,1,1,1
AC004808.1,0,0,0,1,1,1
AC004808.2,0,0,0,1,1,1
AC004812.1,0,0,0,1,1,1
AC004812.2,0.432244,0.436944,0.2586114,0.9999688,0.9999933,0.9999216
AC004815.1,0,0,0,1,1,1
AC004816.1,-0.246748,0.8392001,0.4790063,0.9999688,0.9999933,0.9999216
AC004816.2,0,0,0,1,1,1
AC004817.1,0,0,0,1,1,1
AC004817.2,0,0,0,1,1,1
AC004817.3,0,-1.015327,0,1,0.9999933,1
AC004817.4,-0.888881,-6.873116,0.325359,0.9999688,0.9999933,0.9999216
AC004824.1,0,0,0,1,1,1
AC004824.2,0,0,0,1,1,1
AC004825.1,0,0,0,1,1,1
AC004825.2,-1.428286,-4.549185,-0.396365,0.9999688,0.9999933,0.9999216
AC004828.1,0,0,0,1,1,1
AC004830.1,0,0,0,1,1,1
AC004832.1,0,0,0,1,1,1
AC004832.2,0,0,0,1,1,1
AC004832.3,-0.4690848,2.5856924,12.105249,0.9999688,0.5860615,0.007992992
AC004832.4,0,0,0,1,1,1
AC004832.5,0,0,0,1,1,1
AC004832.6,0,0,0,1,1,1
AC004834.1,0,0,0,1,1,1
AC004835.1,0,0,-7.970300373,1,1,0.999921572
AC004835.2,0,0,0,1,1,1
AC004836.1,0,0,0,1,1,1
AC004837.1,0,0,0,1,1,1
AC004837.2,0,0,0,1,1,1
AC004837.3,0,0,0,1,1,1
AC004839.1,0,0,0,1,1,1
AC004839.2,0,0,0,1,1,1
AC004840.1,0,0,0,1,1,1
AC004840.2,0,0,0,1,1,1
AC004846.1,0,0,0,1,1,1
AC004846.2,0,0,0,1,1,1
AC004847.1,0,0,0,1,1,1
AC004852.1,0,0,0,1,1,1
AC004852.2,0,0,0,1,1,1
AC004852.3,0,0,0,1,1,1
AC004853.1,0,0,0,1,1,1
AC004853.2,0,0,0,1,1,1
AC004853.3,0,0,0,1,1,1
AC004854.1,0,0,0,1,1,1
AC004854.2,0.377359198,0.197012044,0.948646588,0.999968765,0.999993293,0.999921572
AC004858.1,0,0,0,1,1,1
AC004862.1,0,0,0,1,1,1
AC004865.1,0,0,0,1,1,1
AC004865.2,0,0,0,1,1,1
AC004866.1,0,0,0,1,1,1
AC004866.2,0,0,0,1,1,1
AC004869.1,0,0,0,1,1,1
AC004869.2,0,0,0,1,1,1
AC004870.1,0,0,0,1,1,1
AC004870.2,-0.223625172,0.276910622,-0.197856567,0.999968765,0.999993293,0.999921572
AC004870.3,0,0,0,1,1,1
AC004870.4,0,0,0,1,1,1
AC004872.1,0,0,0,1,1,1
AC004875.1,0,0,0,1,1,1
AC004877.1,0,0,0,1,1,1
AC004877.2,0,0,0,1,1,1
AC004882.1,0,0,0,1,1,1
AC004882.2,0,0,0,1,1,1
AC004884.1,0,0,0,1,1,1
AC004884.2,0,0,0,1,1,1
AC004888.1,0,0,0,1,1,1
AC004889.1,0,0,0,1,1,1
AC004890.1,0.81266558,3.942405822,0,0.999968765,0.939191378,1
AC004890.2,5.479025204,-0.556099273,-5.621998537,0.976903678,0.999993293,0.674213556
AC004890.3,0,0,0,1,1,1
AC004893.1,0,0,0,1,1,1
AC004893.2,8.7061818,6.1141172,2.1728252,0.9999688,0.8797034,0.9999216
AC004895.1,0,0,0,1,1,1
AC004898.1,0,0,0,1,1,1
AC004899.1,0,0,0,1,1,1
AC004899.2,0,0,0,1,1,1
AC004906.1,0,0,0,1,1,1
AC004908.1,0,0,0,1,1,1
AC004908.2,0,0,0,1,1,1
AC004908.3,0,0,0,1,1,1
AC004910.1,0,0,0,1,1,1
AC004911.1,0,0,0,1,1,1
AC004917.1,0,0,0,1,1,1
AC004918.1,0,0,0,1,1,1
AC004918.2,0,0,0,1,1,1
AC004918.3,0,0,0,1,1,1
AC004920.1,0,0,0,1,1,1
AC004921.1,0,0,0,1,1,1
AC004922.1,0.099862,0.620541,-1.543365,0.9999688,0.9833849,0.9999216
AC004923.1,0,11.563771,0,1,0.9999933,1
AC004923.2,0,0,0,1,1,1
AC004923.3,0,0,0,1,1,1
AC004923.4,0,0,0,1,1,1
AC004924.1,0,0,0,1,1,1
AC004925.1,0,0,0,1,1,1
AC004930.1,0,0,0,1,1,1
AC004936.1,0,0,0,1,1,1
AC004938.1,0,0,0,1,1,1
AC004941.1,-8.983974199,0,0,0.999968765,1,1
AC004941.2,0,0,0,1,1,1
AC004943.1,0,0,0,1,1,1
AC004943.2,-0.118192157,9.144679289,0.14380155,0.999968765,0.448258904,0.999921572
AC004943.3,0,0,0,1,1,1
AC004944.1,0,0,0,1,1,1
AC004945.1,0,0,0,1,1,1
AC004946.1,0,0,0,1,1,1
AC004947.1,-0.5884011,2.817999,-0.9104844,0.9999688,0.9999933,0.9999216
AC004947.2,0,0,0,1,1,1
AC004948.1,0,0,0,1,1,1
AC004949.1,0,0,0,1,1,1
AC004951.1,0,1.549794233,0,1,0.999993293,1
AC004951.2,0,0,0,1,1,1
AC004951.3,0,0,0,1,1,1
AC004951.4,7.37933184,0,-10.20735057,0.999968765,1,0.541657735
AC004965.1,0,0,0,1,1,1
AC004967.1,0.781958611,0.839276953,0.089327156,0.999968765,0.999993293,0.999921572
AC004969.1,0,-0.808712074,2.833570594,1,0.999993293,0.999921572
AC004972.1,0,0,0,1,1,1
AC004973.1,0,0,0,1,1,1
AC004975.1,0,0,0,1,1,1
AC004975.2,0,0,0,1,1,1
AC004980.1,-0.666770936,-0.046543014,-0.032826325,0.999968765,0.999993293,0.999921572
AC004980.2,0,0,0,1,1,1
AC004980.3,0,0,0,1,1,1
AC004980.4,0,0,0,1,1,1
AC004980.5,0,0,0,1,1,1
AC004980.6,0,0,0,1,1,1
AC004980.7,0,0,0,1,1,1
AC004982.1,0,0,4.134186,1,1,0.9999216
AC004982.2,0,-1.965025,0,1,0.9999933,1
AC004986.1,0,0,0,1,1,1
AC004987.1,0,0,0,1,1,1
AC004987.2,0,0,0,1,1,1
AC004987.3,0,0,0,1,1,1
AC004987.4,0,0,0,1,1,1
AC004988.1,0,-7.477332,0,1,0.9999933,1
AC004990.1,0,1.8472225,-6.200108,1,0.9999933,0.9999216
AC004994.1,0,0,0,1,1,1
AC004997.1,0,0,0,1,1,1
AC005000.1,0,0,0,1,1,1
AC005000.2,0,0,0,1,1,1
AC005002.1,0,0,0,1,1,1
AC005002.2,0,0,0,1,1,1
AC005005.1,0,0,0,1,1,1
AC005005.2,0,0,0,1,1,1
AC005005.3,0,0,0,1,1,1
AC005005.4,-0.111052966,0.945233483,0.350851197,0.999968765,0.999993293,0.999921572
AC005006.1,0,0,0,1,1,1
AC005008.1,0,0,0,1,1,1
AC005008.2,0,0,0,1,1,1
AC005009.1,0,0,0,1,1,1
AC005009.2,0,0,0,1,1,1
AC005011.1,0,0,0,1,1,1
AC005013.1,0,0,0,1,1,1
AC005014.1,0,0,0,1,1,1
AC005014.2,0,0,0,1,1,1
AC005014.3,0,0,0,1,1,1
AC005017.1,0,0.479505037,0,1,0.999993293,1
AC005019.1,0,0,0,1,1,1
AC005019.2,0,0,0,1,1,1
AC005020.1,0,0,0,1,1,1
AC005020.2,0,0,0,1,1,1
AC005021.1,0,0,0,1,1,1
AC005033.1,0,0,0,1,1,1
AC005034.1,0,0,0,1,1,1
AC005034.2,0,0,0,1,1,1
AC005034.3,0,0,0,1,1,1
AC005034.4,-7.344561412,0,0,0.999968765,1,1
AC005034.5,0,0,0,1,1,1
AC005035.1,0,0,0,1,1,1
AC005037.1,-0.594923167,7.134277876,-1.988986592,0.999968765,0.999993293,0.999921572
AC005040.1,0,0,0,1,1,1
AC005041.1,0,0,0,1,1,1
AC005041.2,0,0,0,1,1,1
AC005042.1,0,0,0,1,1,1
AC005042.2,0,0,0,1,1,1
AC005042.3,0,0,0,1,1,1
AC005046.1,0,0,0,1,1,1
AC005050.1,0,0,0,1,1,1
AC005052.1,0,0,0,1,1,1
AC005056.1,-5.198097887,-2.423120317,0,0.999968765,0.999993293,1
AC005062.1,0,0,0,1,1,1
AC005064.1,0,0,0,1,1,1
AC005066.1,0,0,0,1,1,1
AC005070.1,0,0,0,1,1,1
AC005070.2,0,0,0,1,1,1
AC005070.3,0,0,-7.241061038,1,1,0.999921572
AC005072.1,0,0,0,1,1,1
AC005076.1,0.408325737,-0.428124732,-0.553622991,0.999968765,0.999993293,0.999921572
AC005077.1,0,0,0,1,1,1
AC005077.2,0,0,0,1,1,1
AC005077.3,0,0,0,1,1,1
AC005077.4,0,0,0,1,1,1
AC005082.1,0.294800574,-0.747839179,1.438677971,0.999968765,0.999993293,0.999921572
AC005083.1,0,0,0,1,1,1
AC005084.1,0,0,0,1,1,1
AC005086.1,0,0,0,1,1,1
AC005086.2,0,0,0,1,1,1
AC005086.3,0,0,0,1,1,1
AC005086.4,0,0,0,1,1,1
AC005088.1,0,0,0,1,1,1
AC005089.1,0,0,0,1,1,1
AC005090.1,0,0,0,1,1,1
AC005091.1,0,0,0,1,1,1
AC005094.1,0,0,0,1,1,1
AC005096.1,0,0,0,1,1,1
AC005099.1,0,0,0,1,1,1
AC005102.1,0,0,0,1,1,1
AC005104.1,0,0,0,1,1,1
AC005104.2,0,0,0,1,1,1
AC005105.1,0,0,0,1,1,1
AC005144.1,0,0,0,1,1,1
AC005150.1,0,0,0,1,1,1
AC005154.1,-0.356590696,0.069590805,0.17102969,0.999968765,0.999993293,0.999921572
AC005154.2,0,0,0,1,1,1
AC005154.3,0,0,0,1,1,1
AC005154.4,0,0,0,1,1,1
AC005154.5,0,0,0,1,1,1
AC005154.6,0,0,0,1,1,1
AC005156.1,0,0,0,1,1,1
AC005160.1,0,0,0,1,1,1
AC005162.1,0,0,0,1,1,1
AC005162.2,0,0,0,1,1,1
AC005162.3,0,0,0,1,1,1
AC005165.1,0,0,0,1,1,1
AC005165.2,0,0,0,1,1,1
AC005176.1,0,0,0,1,1,1
AC005176.2,0,0,0,1,1,1
AC005178.1,0,0,0,1,1,1
AC005180.1,0,0,0,1,1,1
AC005180.2,0,0,0,1,1,1
AC005181.1,0,0,0,1,1,1
AC005183.1,0,0,0,1,1,1
AC005185.1,0,0,0,1,1,1
AC005186.1,0,0,0,1,1,1
AC005189.1,0,0,0,1,1,1
AC005191.1,0,0,0,1,1,1
AC005197.1,0,0,0,1,1,1
AC005208.1,0,0,0,1,1,1
AC005209.1,0,0,0,1,1,1
AC005220.1,0,0,0,1,1,1
AC005224.1,0,0,0,1,1,1
AC005224.2,0,0,0,1,1,1
AC005224.3,0,0,0,1,1,1
AC005224.4,0,0,0,1,1,1
AC005225.1,0,0,0,1,1,1
AC005225.2,-0.097275711,-0.924257957,0,0.999968765,0.999993293,1
AC005225.3,0,0,0,1,1,1
AC005225.4,0,0,0,1,1,1
AC005225.5,0,0,0,1,1,1
AC005229.1,0,0,0,1,1,1
AC005229.2,0,0,0,1,1,1
AC005229.3,0,0,0,1,1,1
AC005229.4,-1.039572442,-0.174329679,0.49558972,0.999968765,0.999993293,0.999921572
AC005230.1,0,0,0,1,1,1
AC005234.1,0,0,0,1,1,1
AC005237.1,0,0,0,1,1,1
AC005237.2,0,0,0,1,1,1
AC005242.1,0,0,0,1,1,1
AC005244.1,0,0,0,1,1,1
AC005244.2,0,0,0,1,1,1
AC005252.1,0,0,0,1,1,1
AC005252.2,0,0,0,1,1,1
AC005252.3,0,0,0,1,1,1
AC005253.1,0.366696058,2.064717265,0,0.999968765,0.999993293,1
AC005253.2,0,0,0,1,1,1
AC005255.1,0,0,0,1,1,1
AC005256.1,0,0,0,1,1,1
AC005258.1,0,0,0,1,1,1
AC005261.1,0.436114154,-1.941754274,-1.262961645,0.999968765,0.999993293,0.999921572
AC005261.2,0.68963438,0.631027138,-1.720610101,0.999968765,0.999993293,0.999921572
AC005261.3,-1.532551492,2.791592471,-0.179774713,0.999968765,0.999993293,0.999921572
AC005261.4,0,0,0,1,1,1
AC005261.5,0,0,0,1,1,1
AC005261.6,0,0,0,1,1,1
AC005262.1,0,0,0,1,1,1
AC005262.2,0,0,0,1,1,1
AC005264.1,0,0,0,1,1,1
AC005274.1,0,0,0,1,1,1
AC005277.1,0,0,0,1,1,1
AC005277.2,0,0,0,1,1,1
AC005280.1,0,0,0,1,1,1
AC005281.1,0,0,0,1,1,1
AC005288.1,0.616281708,-1.16366319,0,0.999968765,0.999993293,1
AC005291.1,0,0,0,1,1,1
AC005291.2,0,0,0,1,1,1
AC005294.1,0,0,0,1,1,1
AC005296.1,0,0,0,1,1,1
AC005297.1,0,0,0,1,1,1
AC005297.2,0,0,0,1,1,1
AC005297.3,0,0,0,1,1,1
AC005300.1,0,0,0,1,1,1
AC005301.1,0,0,0,1,1,1
AC005303.1,0,0,0,1,1,1
AC005304.1,0,0,0,1,1,1
AC005304.2,0.648408826,0,0,0.999968765,1,1
AC005304.3,0,0,0,1,1,1
AC005306.1,0,0,0,1,1,1
AC005307.1,0,0,0,1,1,1
AC005323.1,0,0,0,1,1,1
AC005323.2,0,0,0,1,1,1
AC005324.1,0,0,0,1,1,1
AC005324.2,0,0,0,1,1,1
AC005324.3,0,0,0,1,1,1
AC005324.4,0,0,28.825385,1,1,0.7571961
AC005324.5,0,0,0,1,1,1
AC005324.6,0,0,0,1,1,1
AC005326.1,0,0,0,1,1,1
AC005329.1,0,0,0,1,1,1
AC005329.2,0,0,0,1,1,1
AC005329.3,0,0,0,1,1,1
AC005330.1,0,0,0,1,1,1
AC005332.1,-0.017936088,1.831777639,0.90179198,0.999968765,0.999993293,0.999921572
AC005332.10,0,0,0,1,1,1
AC005332.2,0,0,0,1,1,1
AC005332.3,0,0,0,1,1,1
AC005332.4,0,0,0,1,1,1
AC005332.5,8.567777102,0,-2.779765949,0.999968765,1,0.999921572
AC005332.6,0,0,0,1,1,1
AC005332.7,-1.673169301,-0.403314333,0.820128986,0.999968765,0.999993293,0.999921572
AC005332.8,0,0,0,1,1,1
AC005332.9,-5.537437629,-1.270785898,-0.085728799,0.999968765,0.999993293,0.999921572
AC005336.1,0,-6.066986516,0,1,0.999993293,1
AC005336.2,0,0,0,1,1,1
AC005336.3,0,0,0,1,1,1
AC005339.1,0,0,0,1,1,1
AC005341.1,0,0,0,1,1,1
AC005342.1,0,0,0,1,1,1
AC005342.2,0,0,0,1,1,1
AC005344.1,0,0,0,1,1,1
AC005345.1,0,0,0,1,1,1
AC005351.1,0,0,0,1,1,1
AC005355.1,0,0,0,1,1,1
AC005355.2,0,0,0,1,1,1
AC005357.1,0,0,0,1,1,1
AC005357.2,0,0,0,1,1,1
AC005358.1,0,0,0,1,1,1
AC005358.2,0,-7.195217547,0,1,0.999993293,1
AC005363.1,0,0,0,1,1,1
AC005363.2,0,0,0,1,1,1
AC005377.1,0,0,0,1,1,1
AC005379.1,0,0,0,1,1,1
AC005381.1,0,0,0,1,1,1
AC005383.1,0,0,0,1,1,1
AC005387.1,0,0,0,1,1,1
AC005387.2,0,0,0,1,1,1
AC005391.1,0,0,0,1,1,1
AC005392.1,0,0,0,1,1,1
AC005392.2,0,0,0,1,1,1
AC005392.3,0,0,0,1,1,1
AC005393.1,0,0,0,1,1,1
AC005393.2,0,0,0,1,1,1
AC005394.1,0,0,0,1,1,1
AC005394.2,-7.634306,-0.401343,-2.298092,0.9999688,0.9999933,0.9999216
AC005410.1,0,0,0,1,1,1
AC005410.2,0,0,0,1,1,1
AC005412.1,0,0,0,1,1,1
AC005412.2,0,0,0,1,1,1
AC005412.3,0,0,0,1,1,1
AC005476.1,0,0,0,1,1,1
AC005476.2,0.414829,0.294478,1.068176,0.9999688,0.9999933,0.9999216
AC005479.1,0,0,0,1,1,1
AC005479.2,0,0,0,1,1,1
AC005479.3,0,0,0,1,1,1
AC005480.1,0,0,0.302314616,1,1,0.999921572
AC005480.2,0,0,0,1,1,1
AC005481.1,0,0,0,1,1,1
AC005482.1,0,0,0,1,1,1
AC005486.1,0,0,0,1,1,1
AC005487.1,0,0,0,1,1,1
AC005495.1,0,0,0,1,1,1
AC005498.1,0,0,0,1,1,1
AC005498.2,0,0,0,1,1,1
AC005498.3,0,0,0,1,1,1
AC005514.1,0,0,0,1,1,1
AC005515.1,0,0,0,1,1,1
AC005517.1,0,0,0,1,1,1
AC005517.2,0,0,0,1,1,1
AC005518.1,0,0,0,1,1,1
AC005518.2,0,0,0,1,1,1
AC005519.1,0,0,0,1,1,1
AC005519.2,0,0,0,1,1,1
AC005520.1,0,2.262723307,-2.576475769,1,0.999993293,0.999921572
AC005520.2,-0.851224964,0.132888189,0.560142337,0.999968765,0.999993293,0.999921572
AC005520.3,0,0,0,1,1,1
AC005520.4,0,0,0,1,1,1
AC005520.5,0,0,0,1,1,1
AC005521.1,0,0,0,1,1,1
AC005522.1,0,0,0,1,1,1
AC005522.2,0,0,0,1,1,1
AC005523.1,0,0,0,1,1,1
AC005523.2,0,0,0,1,1,1
AC005524.1,0,0,0,1,1,1
AC005529.1,0,0,0,1,1,1
AC005531.1,0,0,0,1,1,1
AC005532.1,0,0,0,1,1,1
AC005532.2,0,0,0,1,1,1
AC005534.1,0,0,0,1,1,1
AC005534.2,0,0,0,1,1,1
AC005537.1,1.5521004,-1.435166,-1.343042,0.9999688,0.9999933,0.9999216
AC005538.1,0,0,0,1,1,1
AC005538.2,-13.403206,0,0,0.9999688,1,1
AC005539.1,0,0,0,1,1,1
AC005540.1,0.857971623,-0.915211597,-2.673453752,0.999968765,0.999993293,0.999921572
AC005544.1,0,0,0,1,1,1
AC005544.2,0,0,0,1,1,1
AC005546.1,0,0,0,1,1,1
AC005549.1,0,0,0,1,1,1
AC005550.1,0,0,0,1,1,1
AC005550.2,0,0,0,1,1,1
AC005550.3,0,0,0,1,1,1
AC005552.1,0,0,0,1,1,1
AC005559.1,0,0,0,1,1,1
AC005562.1,3.326968558,1.323018342,-0.104514592,0.005956887,0.999993293,0.999921572
AC005562.2,0,0,0,1,1,1
AC005578.1,0,0,0,1,1,1
AC005580.1,0,0,0,1,1,1
AC005586.1,0,0,0,1,1,1
AC005586.2,0,0,0,1,1,1
AC005587.1,0,0,0,1,1,1
AC005588.1,0,0,0,1,1,1
AC005592.1,0,0,0,1,1,1
AC005593.1,0,0,0,1,1,1
AC005597.1,0,0,0,1,1,1
AC005606.1,0,0,0,1,1,1
AC005606.2,0,0,0,1,1,1
AC005609.1,0,0,0,1,1,1
AC005609.2,0,0,0,1,1,1
AC005609.3,0,0,0,1,1,1
AC005609.4,0,0,0,1,1,1
AC005609.5,0,0,0,1,1,1
AC005614.1,0,0,0,1,1,1
AC005614.2,0,0,0,1,1,1
AC005614.3,0,0,0,1,1,1
AC005614.4,0,0,0,1,1,1
AC005616.1,0,0,0,1,1,1
AC005618.1,6.8081504,-0.833362,0,0.9999688,0.9999933,1
AC005618.2,0,0,0,1,1,1
AC005618.3,0,0,0,1,1,1
AC005618.4,0,0,0,1,1,1
AC005622.1,0,0,0,1,1,1
AC005625.1,0,0,0,1,1,1
AC005632.1,0,0,0,1,1,1
AC005632.2,0,0,0,1,1,1
AC005632.3,0,0,0,1,1,1
AC005632.4,0,0,0,1,1,1
AC005668.1,0,0,0,1,1,1
AC005670.1,0,-0.606574654,0,1,0.999993293,1
AC005670.2,0,0,0,1,1,1
AC005674.1,0,0,0,1,1,1
AC005674.2,0,0,0,1,1,1
AC005682.1,0,0,0,1,1,1
AC005691.1,0,0,0,1,1,1
AC005692.1,0,0,0,1,1,1
AC005692.2,0,0,0,1,1,1
AC005695.1,0,0,0,1,1,1
AC005695.2,0,0,0,1,1,1
AC005695.3,0,0,0,1,1,1
AC005696.1,0.526839731,1.359691866,-0.387930166,0.999968765,0.999993293,0.999921572
AC005696.2,0,0,0,1,1,1
AC005696.3,0,0,0,1,1,1
AC005696.4,0,0,0,1,1,1
AC005697.1,0,0,0,1,1,1
AC005697.2,0,0,0,1,1,1
AC005699.1,0,0,0,1,1,1
AC005702.1,0,1.9146108,0,1,0.9999933,1
AC005702.2,0,0,0,1,1,1
AC005702.3,0,0,0,1,1,1
AC005702.4,0,0,0,1,1,1
AC005702.5,0,0,0,1,1,1
AC005703.1,0,0,0,1,1,1
AC005703.2,0,0,0,1,1,1
AC005703.3,0,0,0,1,1,1
AC005703.4,0,0,0,1,1,1
AC005703.5,0,0,0,1,1,1
AC005703.6,1.791215138,0.663140213,0.775774515,0.999968765,0.999993293,0.999921572
AC005722.1,0,0,0,1,1,1
AC005722.2,0,0,0,1,1,1
AC005722.3,0,0,0,1,1,1
AC005725.1,0,0,0,1,1,1
AC005726.1,0,0,0,1,1,1
AC005726.2,0,1.103541,0,1,0.9999933,1
AC005726.3,0,0,0,1,1,1
AC005726.4,0,0,0,1,1,1
AC005726.5,0,0,0,1,1,1
AC005726.6,0,0,7.936162,1,1,0.9999216
AC005730.1,0,0,0,1,1,1
AC005730.2,0,0,0,1,1,1
AC005730.3,0,0,0,1,1,1
AC005736.1,-0.150449896,-0.44610833,-0.52046981,0.999968765,0.999993293,0.999921572
AC005736.2,0.372460855,3.2371331,0,0.999968765,0.798334226,1
AC005736.3,0,0,0,1,1,1
AC005740.1,0,0,0,1,1,1
AC005740.2,0,0,0,1,1,1
AC005740.3,0,0,0,1,1,1
AC005740.4,0,0,0,1,1,1
AC005741.1,0,0,0,1,1,1
AC005746.1,0,0,0,1,1,1
AC005746.2,0,0,0,1,1,1
AC005746.3,0,0,0,1,1,1
AC005753.1,0,0,0,1,1,1
AC005757.1,0,0,0,1,1,1
AC005758.1,0,0,0,1,1,1
AC005759.1,-1.3716428,0,0,0.9999688,1,1
AC005771.1,0,0,0,1,1,1
AC005772.1,0,0,0,1,1,1
AC005774.1,0,0,0,1,1,1
AC005775.1,-0.067221125,0.057369653,-2.00236255,0.999968765,0.999993293,0.999921572
AC005776.1,0,0,0,1,1,1
AC005776.2,3.765623149,9.68353972,8.143788923,0.999968765,0.999993293,0.999921572
AC005777.1,0,0,0,1,1,1
AC005779.1,0,0,0,1,1,1
AC005779.2,0,0,0,1,1,1
AC005785.1,-3.022836136,-1.492471252,1.779975908,0.999968765,0.999993293,0.999921572
AC005785.2,0,0,0,1,1,1
AC005786.1,0,0,0,1,1,1
AC005786.2,0,0,0,1,1,1
AC005786.3,0,0,0,1,1,1
AC005786.4,0,0,0,1,1,1
AC005789.1,0,0,0,1,1,1
AC005790.1,0,0,0,1,1,1
AC005796.1,0,0,0,1,1,1
AC005798.1,0,0,0,1,1,1
AC005808.1,0,0,0,1,1,1
AC005821.1,0,0,0,1,1,1
AC005822.1,0,0,0,1,1,1
AC005823.1,0,0,0,1,1,1
AC005823.2,0,0,0,1,1,1
AC005828.1,0,0,0,1,1,1
